Brand,Model,Processor_Brand,Processor_Name,Processor_Gnrtn,Ram_Gb,Ram_Type,Ssd,Hdd,Drive_Type,Os,Os_Bit,Warranty,Touchscreen,Msoffice,Latest_Price,Old_Price,Discount,Star_Rating,Ratings,Reviews
HP,Envy,Intel,Core i5,10th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?106,490","?138,366",23%,4.7,3,0
Lenovo,IdeaPad,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,32-bit,1,No,Yes,"?70,990","?113,290",37%,4.6,11,3
Lenovo,ThinkPad,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?64,990","?77,487",16%,4.4,125,11
acer,Aspire,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,No,"?57,990","?65,000",11%,0,0,0
ASUS,TUF,Intel,Core i5,10th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,No,"?64,990","?81,990",21%,4.5,4,0
MSI,Modern,Intel,Core i5,10th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,No,"?54,990","?61,990",11%,4.4,714,147
Vaio,SE,Intel,Core i5,8th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,2,No,Yes,"?62,890","?84,690",26%,4,85,14
HP,Spectre,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,,SSD,Windows,64-bit,0,Yes,No,"?111,999","?146,194",23%,0,0,0
Lenovo,Yoga,Intel,Core i5,10th,8 GB,LPDDR4X,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?70,798","?101,090",30%,4,21,3
Lenovo,Legion,Intel,Core i5,9th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,0,No,No,"?59,990","?84,990",29%,3.8,9,1
acer,ConceptD,Intel,Core i5,8th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,No,"?99,500","?119,999",17%,0,0,0
HP,14s,Intel,Core i5,10th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?55,990","?77,996",28%,4.2,30,4
ASUS,ZenBook,Intel,Core i5,8th,8 GB,LPDDR3,512 GB,,SSD,Windows,64-bit,1,No,No,"?72,990","?90,990",20%,4.2,44,4
acer,Swift,Intel,Core i5,8th,8 GB,DDR3,512 GB,,SSD,Windows,64-bit,1,No,No,"?64,990","?87,999",26%,3.8,4,1
ASUS,Missing,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,0,No,No,"?57,990","?70,990",18%,0,0,0
HP,HP,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,Yes,Yes,"?76,990","?99,203",22%,4.4,14,2
Lenovo,Ideapad,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,2,No,Yes,"?62,998","?79,890",21%,4.3,739,71
DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,Yes,Yes,"?77,990","?98,200",21%,4.5,31,5
HP,Spectre,Intel,Core i5,10th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,Yes,Yes,"?114,990","?122,803",6%,4.4,145,19
DELL,DELL,Intel,Core i5,10th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?65,990","?75,800",13%,0,0,0
DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?88,990","?90,605",2%,3.8,19,2
Lenovo,X390,Intel,Core i5,10th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,0,No,No,"?113,590","?120,000",5%,0,0,0
Mi,Notebook,Intel,Core i5,10th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,No,"?54,990","?59,999",8%,4.3,545,74
ASUS,VivoBook,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,,SSD,Windows,64-bit,1,Yes,Yes,"?73,990","?84,990",13%,4.2,32,6
LG,Gram,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,0,No,No,"?86,990","?130,000",33%,0,0,0
HP,Missing,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?61,000","?68,000",10%,4.3,1124,100
ASUS,ZenBook,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,,SSD,Windows,64-bit,1,Yes,No,"?99,990","?122,990",19%,4.9,35,6
Lenovo,ThinkPad,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?67,990","?76,915",12%,4.8,9,0
DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,Yes,Yes,"?70,799","?89,564",21%,4.7,98,6
Lenovo,ThinkPad,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?65,990","?75,879",13%,4.1,31,2
ASUS,VivoBook,Intel,Core i5,8th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,No,"?53,690","?58,990",9%,4.4,19,3
MSI,Modern,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,No,"?55,990","?67,990",18%,0,0,0
ASUS,VivoBook,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?53,190","?69,990",24%,4.5,11,0
Lenovo,IdeaPad,Intel,Core i5,10th,8 GB,DDR4,512 GB,,SSD,Windows,32-bit,2,No,Yes,"?58,999","?65,999",11%,4.4,45,3
DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,3,No,No,"?71,990","?86,000",16%,0,0,0
HP,Missing,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,32-bit,0,No,No,"?82,000","?89,000",8%,0,0,0
ASUS,ZenBook,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,,SSD,Windows,64-bit,0,No,No,"?84,990","?104,990",19%,0,0,0
Lenovo,Thinpad,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,0,No,No,"?89,998","?101,525",11%,0,0,0
ASUS,ZenBook,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,,SSD,Windows,64-bit,1,Yes,No,"?99,990","?122,990",19%,0,0,0
ASUS,Zenbook,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,,SSD,Windows,64-bit,0,No,No,"?84,990","?110,990",23%,0,0,0
Lenovo,IdeaPad,Intel,Core i5,10th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,0,No,No,"?69,899","?73,899",5%,4.3,474,37
DELL,Inpiron,Intel,Core i5,10th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,No,"?79,990","?117,587",32%,0,0,0
DELL,GAMING,Intel,Core i5,10th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,No,"?76,300","?79,999",5%,4.2,6,0
Lenovo,Ideapad,Intel,Core i5,10th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?55,999","?89,999",38%,0,0,0
DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,0,No,No,"?72,900","?74,900",3%,3.9,24,4
DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,Yes,Yes,"?73,990","?92,600",20%,4.5,195,17
ASUS,ZenBook,Intel,Core i5,11th,8 GB,LPDDR4,512 GB,,SSD,Windows,64-bit,0,No,No,"?84,990","?104,990",19%,0,0,0
DELL,Missing,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,32-bit,0,No,No,"?73,519","?88,400",17%,0,0,0
HP,Spectre,Intel,Core i5,10th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,Yes,No,"?126,000","?152,042",17%,5,2,1
lenovo,Yoga,Intel,Core i5,10th,8 GB,LPDDR4,,512 GB,HDD,DOS,32-bit,0,No,No,"?171,998","?237,890",28%,0,0,0
ASUS,ASUS,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,No,"?88,990","?129,990",32%,0,0,0
HP,HP,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,Yes,Yes,"?114,999","?138,166",17%,0,0,0
DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,Yes,Yes,"?82,990","?94,600",12%,4.5,21,2
acer,Intel,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,0,Yes,No,"?109,999",?0,0%,0,0,0
Lenovo,Yoga,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,Yes,Yes,"?82,990","?117,490",29%,0,0,0
DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,Yes,Yes,"?79,990","?88,600",10%,4.8,5,0
ASUS,ZenBook,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,,SSD,Windows,64-bit,1,Yes,No,"?114,990","?140,990",18%,0,0,0
HP,Spectre,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,,SSD,Windows,64-bit,1,Yes,No,"?129,999","?155,436",16%,0,0,0
MSI,GS,Intel,Core i5,8th,8 GB,DDR5,512 GB,,SSD,Windows,32-bit,0,No,No,"?149,990","?169,990",12%,4.1,10,3
DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,0,No,No,"?71,290","?95,136",25%,0,0,0
DELL,Inspiron,Intel,Core i5,10th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?79,500","?99,433",20%,4.3,10,1
DELL,Inspiron,Intel,Core i5,10th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?82,990","?107,786",23%,3.7,15,3
DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?70,980","?76,094",7%,4.4,138,23
HP,430,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,32-bit,0,No,No,"?94,000","?98,000",4%,0,0,0
DELL,Missing,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,0,Yes,No,"?82,990","?94,890",13%,4.4,16,3
MSI,Prestige,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,,SSD,Windows,64-bit,1,No,No,"?79,990","?93,489",14%,4.9,11,4
ASUS,Pro,Intel,Core i5,8th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,0,No,No,"?85,990","?88,990",3%,0,0,0
ASUS,ExpertBook,Intel,Core i5,10th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,0,No,No,"?86,990",?0,0%,0,0,0
ASUS,ZenBook,Intel,Core i5,10th,8 GB,LPDDR3,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?105,990",?0,0%,5,4,0
ASUS,ExpertBook,Intel,Core i5,10th,8 GB,LPDDR3,512 GB,,SSD,Windows,64-bit,0,No,No,"?84,990","?141,990",40%,0,0,0
Lenovo,Ideapad,Intel,Core i5,8th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?59,999","?80,000",25%,4.4,22,3
Lenovo,Yoga,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?91,999","?92,000",0%,4.6,16,2
DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,Yes,Yes,"?78,900","?84,900",7%,3.6,16,1
ASUS,ExpertBook,Intel,Core i5,10th,8 GB,LPDDR3,512 GB,,SSD,Windows,64-bit,0,No,No,"?132,790","?172,990",23%,0,0,0
Nokia,PureBook,Intel,Core i5,11th,16 GB,DDR4,512 GB,,SSD,Windows,64-bit,0,No,No,"?55,990","?82,990",33%,4.1,117,31
Lenovo,IdeaPad,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,0,No,No,"?60,990","?93,690",35%,3.9,14,6
Avita,Liber,Intel,Core i5,7th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,0,No,No,"?65,556","?79,990",18%,0,0,0
DELL,Inspiron,Intel,Core i5,11th,16 GB,DDR4,512 GB,,SSD,Windows,64-bit,0,No,No,"?70,190","?90,783",23%,3.5,6,3
DELL,Missing,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,Yes,No,"?79,590","?106,082",25%,0,0,0
ASUS,TUF,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,No,"?76,990","?105,990",27%,0,0,0
Nokia,PureBook,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,0,No,No,"?52,790","?82,990",36%,4,5,0
Avita,Liber,Intel,Core i5,8th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,0,No,No,"?44,990","?76,990",42%,3.4,17,3
ASUS,Intel,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,Yes,Yes,"?84,990","?115,990",27%,3.9,17,2
Lenovo,Ideapad,Intel,Core i5,10th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,Yes,Yes,"?86,999","?109,000",20%,4.7,3,0
HP,Pavilion,Intel,Core i5,11th,16 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,No,"?78,000","?89,000",12%,4.4,512,85
Avita,Liber,Intel,Core i5,8th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,0,No,No,"?73,063","?76,990",5%,3.4,17,3
HP,HP,Intel,Core i5,11th,16 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?100,990","?113,000",11%,0,0,0
Lenovo,Ideapad,Intel,Core i5,8th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?74,990","?83,458",10%,3.3,3,1
ASUS,ROG,Intel,Core i5,10th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,0,No,No,"?75,990","?101,990",25%,4.6,1365,137
Lenovo,Missing,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,32-bit,1,No,Yes,"?84,086",?0,0%,3.5,8,3
ASUS,ASUS,Intel,Core i5,11th,8 GB,DDR4,1024 GB,,SSD,Windows,64-bit,0,No,No,"?75,990","?116,990",35%,4.5,368,48
ASUS,TUF,Intel,Core i5,11th,8 GB,DDR4,1024 GB,,SSD,Windows,64-bit,1,No,Yes,"?77,990","?115,990",33%,4.4,202,26
ASUS,ROG,Intel,Core i5,10th,8 GB,DDR4,1024 GB,,SSD,Windows,64-bit,1,No,No,"?77,990","?149,990",48%,4.5,187,26
APPLE,MacBook,Intel,Core i5,10th,16 GB,LPDDR4X,1024 GB,,SSD,Mac,64-bit,1,No,No,"?179,990","?194,900",8%,4.7,31,3
APPLE,MacBook,Intel,Core i5,10th,16 GB,LPDDR4X,1024 GB,,SSD,Mac,64-bit,1,No,No,"?179,990","?194,900",8%,4.8,91,5
ASUS,ROG,Intel,Core i5,10th,8 GB,DDR4,1024 GB,,SSD,Windows,64-bit,0,No,No,"?82,990","?107,990",23%,4.5,844,118
ASUS,TUF,Intel,Core i5,11th,8 GB,DDR4,1024 GB,,SSD,Windows,64-bit,1,No,No,"?87,990","?126,990",31%,0,0,0
ASUS,F17,Intel,Core i5,11th,8 GB,DDR4,1024 GB,,SSD,Windows,64-bit,0,No,No,"?84,500","?105,000",20%,4.3,3,0
DELL,Inspiron,Intel,Core i5,11th,8 GB,LPDDR4X,1024 GB,,SSD,Windows,64-bit,0,No,No,"?74,190","?83,417",11%,4.5,21,3
Lenovo,ThinkBook,Intel,Core i5,11th,8 GB,DDR4,1024 GB,,SSD,Windows,64-bit,1,No,Yes,"?64,990","?121,608",47%,3,4,0
Lenovo,ThinkPad,Intel,Core i5,10th,8 GB,DDR4,512 GB,512 GB,HDD,Windows,64-bit,3,Yes,No,"?155,411",?0,0%,0,0,0
Lenovo,ThinkPad,Intel,Core i5,10th,8 GB,DDR4,512 GB,512 GB,HDD,Windows,64-bit,3,Yes,No,"?125,394","?146,680",15%,0,0,0
acer,Aspire,Intel,Core i5,11th,8 GB,DDR4,,1024 GB,HDD,Windows,64-bit,0,No,No,"?49,990","?65,999",24%,0,0,0
acer,Aspire,Intel,Core i5,11th,8 GB,DDR4,,1024 GB,HDD,Windows,64-bit,1,No,No,"?46,990","?56,999",18%,3.8,253,28
DELL,Vostro,Intel,Core i5,11th,8 GB,DDR4,,1024 GB,HDD,Windows,64-bit,1,No,Yes,"?48,990","?70,286",30%,3.6,470,46
acer,Aspire,Intel,Core i5,8th,8 GB,DDR4,,1024 GB,HDD,Windows,64-bit,1,No,Yes,"?59,999","?62,511",4%,4.1,118,28
ASUS,VivoBook,Intel,Core i5,10th,8 GB,DDR4,,1024 GB,HDD,Windows,64-bit,1,No,No,"?46,990","?55,990",16%,4,1444,179
MSI,GF63,Intel,Core i5,10th,8 GB,DDR4,,1024 GB,HDD,Windows,64-bit,2,No,No,"?52,990","?72,990",27%,4.1,1114,137
Lenovo,Missing,Intel,Core i5,7th,8 GB,DDR4,,1024 GB,HDD,Windows,32-bit,0,No,No,"?57,999","?82,999",30%,0,0,0
Lenovo,B50-70,Intel,Core i5,4th,8 GB,DDR3,,1024 GB,HDD,Windows,64-bit,0,No,No,"?52,490",?0,0%,3.8,78,17
Lenovo,Ideapad,Intel,Core i5,8th,8 GB,DDR4,,1024 GB,HDD,Windows,64-bit,1,No,No,"?56,990","?62,594",9%,4,21,5
acer,Aspire,Intel,Core i5,8th,8 GB,DDR4,,1024 GB,HDD,Windows,64-bit,1,No,No,"?61,990","?62,549",1%,4.1,73,21
DELL,Missing,Intel,Core i5,11th,8 GB,DDR4,,1024 GB,HDD,Windows,32-bit,0,No,No,"?58,090","?59,990",3%,0,0,0
ASUS,ExpertBook,Intel,Core i5,10th,8 GB,DDR4,,1024 GB,HDD,Windows,64-bit,0,No,No,"?56,990","?70,990",20%,0,0,0
acer,Aspire,Intel,Core i5,8th,8 GB,DDR4,,1024 GB,HDD,Windows,64-bit,1,No,No,"?61,597",?0,0%,0,0,0
ASUS,Pro,Intel,Core i5,8th,8 GB,DDR4,,1024 GB,HDD,Windows,64-bit,0,No,No,"?81,990",?0,0%,0,0,0
ASUS,ExpertBook,Intel,Core i5,10th,8 GB,DDR4,,1024 GB,HDD,Windows,64-bit,0,No,No,"?61,249","?68,990",11%,0,0,0
DELL,Missing,Intel,Core i5,11th,8 GB,DDR4,,1024 GB,HDD,Windows,32-bit,0,No,No,"?58,990","?68,900",14%,0,0,0
ASUS,ExpertBook,Intel,Core i5,10th,8 GB,DDR4,,1024 GB,HDD,Windows,64-bit,0,No,No,"?83,990",?0,0%,0,0,0
MSI,GE76,Intel,Core i5,10th,8 GB,LPDDR4,,512 GB,HDD,DOS,32-bit,0,No,No,"?291,190","?330,990",12%,4.6,7,3
MSI,GP65,Intel,Core i5,10th,8 GB,LPDDR4,,512 GB,HDD,DOS,32-bit,0,No,No,"?145,990",?0,0%,4.5,715,106
MSI,GP76,Intel,Core i5,10th,8 GB,LPDDR4,,512 GB,HDD,DOS,32-bit,0,No,No,"?179,990","?201,990",11%,4.4,24,5
HP,Pavilion,Intel,Core i5,8th,8 GB,DDR4,,1024 GB,HDD,Windows,64-bit,1,No,Yes,"?64,990","?68,270",5%,4.3,23,4
HP,15q,Intel,Core i5,8th,8 GB,DDR4,,1024 GB,HDD,Windows,64-bit,1,No,No,"?46,790","?50,190",7%,4.2,3062,325
HP,Missing,Intel,Core i5,7th,4 GB,DDR4,,1024 GB,HDD,Windows,64-bit,1,No,No,"?44,599",?0,0%,4.1,122,12
acer,Swift,Intel,Core i5,8th,8 GB,DDR4,,1024 GB,HDD,Windows,64-bit,1,No,No,"?72,964","?73,199",0%,4.2,18,6
HP,250,Intel,Core i5,10th,8 GB,DDR4,,1024 GB,HDD,Windows,32-bit,1,No,Yes,"?48,790","?54,786",11%,3.4,11,1
acer,Aspire,Intel,Core i5,10th,8 GB,DDR4,,1024 GB,HDD,Windows,64-bit,1,No,No,"?56,491",?0,0%,3.2,30,6
ASUS,VivoBook,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,32-bit,1,No,Yes,"?50,990","?70,990",28%,4.3,1188,127
ASUS,VivoBook,Intel,Core i5,10th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,0,No,No,"?55,990","?81,990",32%,4.5,23,0
acer,Aspire,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,1,No,No,"?57,990","?69,999",17%,4.6,32,1
ASUS,VivoBook,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,1,No,No,"?52,990","?72,990",27%,0,0,0
DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,1,No,No,"?57,990","?74,833",23%,4.2,47,0
acer,Aspire,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,1,No,No,"?56,990","?64,999",12%,4,27,2
acer,Travelmate,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,0,No,No,"?55,490","?60,000",8%,3.8,8,3
DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,1,No,No,"?62,490","?86,199",28%,3.9,157,20
ASUS,VivoBook,Intel,Core i5,11th,16 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,1,No,No,"?64,990","?85,990",24%,4.7,10,1
Lenovo,Ideapad,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,1,No,Yes,"?59,990","?93,690",36%,4.3,52,4
ASUS,VivoBook,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,1,No,Yes,"?60,190","?78,990",24%,4.4,33,4
ASUS,VivoBook,Intel,Core i5,9th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,0,No,No,"?54,490","?77,990",30%,4.3,343,47
Lenovo,Legion,Intel,Core i5,9th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,1,No,Yes,"?60,990","?86,690",30%,4.3,131,17
DELL,Inspiron,Intel,Core i5,11th,4 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,1,No,Yes,"?55,790","?60,078",7%,4.2,41,4
ASUS,VivoBook,Intel,Core i5,11th,16 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,1,No,Yes,"?64,990","?85,990",24%,4.3,328,51
ASUS,Missing,Intel,Core i5,11th,16 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,0,No,No,"?58,990","?85,990",31%,4.8,6,1
DELL,Vostro,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,1,No,Yes,"?54,990","?80,284",32%,3.8,353,28
HP,Pavilion,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,1,No,Yes,"?71,990","?87,717",18%,4.3,127,20
DELL,3511,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,1,No,No,"?69,900","?87,320",20%,0,0,0
Lenovo,Ideapad,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,1,No,Yes,"?65,990","?99,290",34%,4.2,241,19
ASUS,VivoBook,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,1,No,No,"?49,990","?72,990",32%,3.9,22,2
DELL,Vostro,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,1,No,Yes,"?58,990","?74,066",20%,4,8,1
Lenovo,IdeaPad,Intel,Core i5,10th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,0,No,No,"?74,590","?109,990",32%,4.4,898,128
ASUS,Missing,Intel,Core i5,10th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,32-bit,0,No,No,"?58,990","?67,990",13%,5,1,1
ASUS,VivoBook,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,1,No,No,"?64,990","?81,990",21%,0,0,0
DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,0,No,No,"?66,490","?88,519",25%,3.8,6,1
DELL,G3,Intel,Core i5,10th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,0,No,No,"?77,900","?82,300",5%,4.3,179,34
DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,0,No,No,"?67,490","?82,600",18%,3.8,41,5
DELL,Vostro,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,1,No,Yes,"?61,990","?68,900",10%,0,0,0
DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,1,No,Yes,"?58,990","?61,990",5%,4.3,114,9
Lenovo,IdeaPad,Intel,Core i5,10th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,0,No,No,"?74,999","?75,500",1%,4.3,268,25
ASUS,VivoBook,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,1,No,Yes,"?68,900","?78,999",13%,5,6,1
DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,0,No,No,"?71,695","?75,732",5%,4.2,153,16
acer,Travelmate,Intel,Core i5,11th,16 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,0,No,No,"?62,490","?85,000",26%,3.4,8,0
DELL,Inspiron,Intel,Core i5,8th,8 GB,DDR4,,2048 GB,HDD,Windows,64-bit,1,No,Yes,"?62,317",?0,0%,4,377,53
MSI,GS66,Intel,Core i5,10th,8 GB,LPDDR4,,512 GB,HDD,DOS,32-bit,0,No,No,"?207,290","?235,990",12%,0,0,0
DELL,Inspiron,Intel,Core i7,8th,16 GB,DDR4,256 GB,,SSD,Windows,64-bit,1,No,Yes,"?87,990","?88,532",1%,4.1,120,21
Avita,Liber,Intel,Core i7,8th,8 GB,DDR4,256 GB,,SSD,Windows,64-bit,0,No,No,"?73,990","?79,990",8%,0,0,0
ASUS,VivoBook,Intel,Core i7,10th,16 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,No,"?57,990","?80,990",28%,4.3,76,9
ASUS,VivoBook,Intel,Core i7,10th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,0,No,No,"?61,990","?88,990",30%,4.5,11,2
MSI,GF63,Intel,Core i7,10th,16 GB,DDR4,512 GB,,SSD,Windows,64-bit,2,No,No,"?79,990","?95,990",17%,4.5,484,56
Lenovo,IdeaPad,Intel,Core i7,10th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?68,990","?99,290",31%,4.5,44,2
Mi,Notebook,Intel,Core i7,10th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,No,"?59,490","?65,999",10%,4.2,399,40
Lenovo,IdeaPad,Intel,Core i7,11th,16 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,Yes,Yes,"?85,990","?125,890",32%,4.4,77,10
